target,K,fs,disc,score,accuracy,mean_prob_true,n_features_including_target,features,time_sec,model_pkl_path,edges_csv_path,error
throughput_1,12,pca,classic_quantile,bic,0.3161316131613161,0.29299108463331597,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",17.73073904099965,,,
throughput_1,12,pca,classic_quantile,aic,0.3161316131613161,0.292991084633316,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",18.773561832999803,,,
throughput_1,12,pca,kmeans,bic,0.5078507850785079,0.48529622884422136,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",15.941884458000459,,,
throughput_1,12,pca,kmeans,aic,0.47924792479247924,0.47542524875610515,13.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_7', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",16.072409708000123,,,
throughput_1,12,pca,dbscan,bic,0.14441444144414442,0.05865599185707398,12.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",15.063341916999889,,,
throughput_1,12,pca,dbscan,aic,0.09910991099109911,0.035447395293342905,12.0,"['pca_1', 'pca_2', 'pca_3', 'pca_4', 'pca_5', 'pca_6', 'pca_8', 'pca_9', 'pca_10', 'pca_11', 'pca_12', 'throughput_1']",36.62104795800042,,,
throughput_1,20,markov,classic_uniform,bic,0.9606960696069607,0.6191554470853962,21.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",36.507142458999624,,,
throughput_1,20,markov,classic_uniform,aic,0.8938893889388939,0.6192784861010896,21.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",36.71866308300014,,,
throughput_1,20,markov,classic_quantile,bic,0.7358735873587359,0.7013656232969638,21.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",33.90172141699986,,,
throughput_1,20,markov,classic_quantile,aic,0.7495749574957495,0.6616173788368959,21.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",36.45273499999985,,,
